bhk,type,locality,area,price,price_unit,region,status,age,price _INR,Rent_price
2,Apartment,Rutu Rutu Riverview Classic,900,63,L,Kalyan West,Under Construction,New,6300000,5250
2,Apartment,K Raheja Classique,1100,3.1,Cr,Andheri West,Ready to move,Unknown,31000000,25833.33333
2,Apartment,Haware Splendor,850,1,Cr,Kharghar,Ready to move,Unknown,10000000,8333.333333
3,Apartment,Piramal Revanta Tower 1,1300,3.2,Cr,Mulund West,Under Construction,New,32000000,26666.66667
2,Apartment,Darvesh Darvesh Horizon,878,1,Cr,Mira Road East,Under Construction,New,10000000,8333.333333
1,Apartment,Raj Akshay,750,67.45,L,Mira Road East,Ready to move,Resale,6745000,5620.833333
2,Apartment,Rustomjee Urbania Aurelia,1040,1.11,Cr,Thane West,Under Construction,New,11100000,9250
3,Apartment,Tharwani Majestic Towers Phase I,1050,1.35,Cr,Kalyan West,Under Construction,New,13500000,11250
1,Apartment,Puraniks City Reserva Phase 1,421,46.28,L,Thane West,Under Construction,Unknown,4628000,3856.666667
3,Apartment,Lokhandwala Fountain Heights,1100,1.85,Cr,Kandivali East,Ready to move,Resale,18500000,15416.66667
2,Apartment,Raymond Ten X Eden Tower,780,1.3,Cr,Thane West,Under Construction,Resale,13000000,10833.33333
1,Apartment,Raheja Exotica Siena,499,75,L,Malad West,Under Construction,New,7500000,6250
2,Apartment,Ajmera Bhakti Park,950,1.82,Cr,Wadala,Ready to move,Resale,18200000,15166.66667
3,Apartment,Gee Cee Proximus,1293,3.9,Cr,Chembur,Under Construction,New,39000000,32500
1,Apartment,Quality Victoria,391,1.2,Cr,Ghatkopar East,Ready to move,New,12000000,10000
1,Apartment,Roswalt Zaiden,641,88,L,Jogeshwari West,Under Construction,New,8800000,7333.333333
2,Apartment,SD Epsilon,1100,2.5,Cr,Kandivali East,Ready to move,Resale,25000000,20833.33333
2,Apartment,Dynamix Parkwoods,1010,1.15,Cr,Thane West,Under Construction,New,11500000,9583.333333
2,Apartment,Platinum Emporius,1150,1.2,Cr,Ulwe,Ready to move,Resale,12000000,10000
2,Apartment,Shri Ganesh Royal Altezza,707,2.16,Cr,Ghatkopar East,Under Construction,New,21600000,18000
3,Apartment,Ashar Monarch,1750,2.25,Cr,Thane West,Ready to move,Unknown,22500000,18750
1,Apartment,JVM Tiara,404,68.88,L,Thane West,Under Construction,New,6888000,5740
1,Apartment,Runwal Gardens Phase 4 Building No 37,468,39.5,L,Dombivali,Under Construction,New,3950000,3291.666667
2,Apartment,Reputed Builder Amrut Yog CHS,1050,1.45,Cr,Koper Khairane,Ready to move,Resale,14500000,12083.33333
1,Apartment,Srishti Oasis,721,98,L,Bhandup West,Under Construction,New,9800000,8166.666667
3,Apartment,Vasant Vasant Vihar,1650,2.3,Cr,Thane West,Ready to move,Unknown,23000000,19166.66667
1,Apartment,South Field Gravity,401,65,L,Bhandup East,Under Construction,Resale,6500000,5416.666667
1,Apartment,Marathon Neovalley Kaveri,274,37.99,L,Bhandup West,Under Construction,Unknown,3799000,3165.833333
1,Apartment,R K Anand Park D Wing,650,60,L,Bhayandar East,Ready to move,Resale,6000000,5000
2,Apartment,Lodha Majiwada Tower 5,1050,96,L,Thane West,Ready to move,Unknown,9600000,8000
3,Apartment,Aurum Q Island R4 AND R5,1112,2.45,Cr,Ghansoli,Under Construction,New,24500000,20416.66667
2,Apartment,Hiranandani Buttercup,1000,1.9,Cr,Thane West,Ready to move,Unknown,19000000,15833.33333
1,Apartment,Raunak City,607,36,L,Kalyan West,Ready to move,Resale,3600000,3000
2,Apartment,Ajmera Bhakti Park,955,1.82,Cr,Wadala,Ready to move,Resale,18200000,15166.66667
2,Apartment,Ravi Gaurav Excellency,1050,61,L,Mira Road East,Ready to move,Resale,6100000,5083.333333
2,Apartment,Sayaji Yoga Yog CHS Crest,1209,3,Cr,Ville Parle East,Ready to move,Unknown,30000000,25000
1,Apartment,Shreeji Sea View,700,60,L,Mira Road East,Ready to move,Resale,6000000,5000
3,Apartment,Sunteck City Avenue 2,1100,3,Cr,Goregaon West,Ready to move,New,30000000,25000
2,Apartment,DLH Ashoka,995,1.29,Cr,Thane West,Ready to move,New,12900000,10750
3,Apartment,Gundecha Gundecha Heights,1600,2.4,Cr,Kanjurmarg,Ready to move,Resale,24000000,20000
2,Apartment,Lodha Upper Thane,489,60.65,L,Anjurdive,Under Construction,New,6065000,5054.166667
1,Apartment,JP North Phase 6 Alexa,750,66,L,Mira Road East,Under Construction,New,6600000,5500
1,Apartment,GHP Sonnet,685,68,L,Kharghar,Ready to move,Resale,6800000,5666.666667
4,Apartment,ACME Ozone Phase 2,2550,2.6,Cr,Thane West,Ready to move,Unknown,26000000,21666.66667
1,Apartment,Bharat Ecovistas,695,41.7,L,Shil Phata,Ready to move,New,4170000,3475
1,Apartment,Shah Shah Complex 3 CHS,600,85,L,Sanpada,Ready to move,Resale,8500000,7083.333333
2,Apartment,Rassaz Greens ,1160,1.11,Cr,Mira Road East,Ready to move,New,11100000,9250
2,Apartment,Today Paradise,1120,85,L,Ulwe,Ready to move,Resale,8500000,7083.333333
2,Apartment,Paradise Sai World Empire,1100,1.4,Cr,Kharghar,Under Construction,New,14000000,11666.66667
3,Apartment,Raja Saptaratna Towers,1450,2.25,Cr,Malad West,Ready to move,Resale,22500000,18750
2,Apartment,Progressive Prive,1100,88,L,Ulwe,Under Construction,New,8800000,7333.333333
2,Apartment,Satyam Empress,1250,1.1,Cr,Kharghar,Ready to move,New,11000000,9166.666667
3,Apartment,Kalpataru Eternia At Kalpataru Parkcity,959,1.76,Cr,Thane West,Under Construction,Unknown,17600000,14666.66667
1,Apartment,Hiranandani Maple A B and C Wing,600,1.5,Cr,Powai,Ready to move,Resale,15000000,12500
2,Apartment,ANA Avant Garde Phase 1,890,83,L,Mira Road East,Ready to move,New,8300000,6916.666667
1,Apartment,Saikripa Sai Regency,685,42,L,Ulwe,Ready to move,New,4200000,3500
2,Apartment,Reputed Builder Prathmesh Ashish,850,86,L,Mira Road East,Ready to move,Resale,8600000,7166.666667
1,Apartment,Roha Realty Roha Vatika,999,55,L,Kurla,Ready to move,Resale,5500000,4583.333333
1,Apartment,Lodha Splendora,650,65,L,Thane West,Ready to move,New,6500000,5416.666667
4,Apartment,Kalpataru Siddhachal Elite,2175,3.1,Cr,Thane West,Ready to move,Unknown,31000000,25833.33333
2,Apartment,Kanakia Silicon Valley,1350,2.75,Cr,Powai,Ready to move,Resale,27500000,22916.66667
2,Apartment,JK IRIS,1000,94,L,Mira Road East,Ready to move,New,9400000,7833.333333
1,Apartment,Impact Silicon Park,600,84,L,Malad West,Ready to move,Resale,8400000,7000
2,Apartment,Nine Star Pride,537,25.5,L,Saphale,Under Construction,New,2550000,2125
1,Apartment,Runwal Avenue Wing J,666,1.01,Cr,Kanjurmarg,Ready to move,New,10100000,8416.666667
1,Apartment,Gala Highland Residency,550,75,L,Thane West,Ready to move,Resale,7500000,6250
2,Apartment,Dosti Imperia,1180,1.54,Cr,Thane West,Ready to move,Resale,15400000,12833.33333
3,Apartment,Sunteck City Avenue 1,1700,3.2,Cr,Goregaon West,Ready to move,Resale,32000000,26666.66667
1,Apartment,Dimple Westwood,386,89,L,Kandivali West,Under Construction,New,8900000,7416.666667
2,Apartment,Reputed Builder New Heritage Cooperative Housing Society,850,1.5,Cr,Dahisar,Ready to move,Resale,15000000,12500
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale,2000000,1666.666667
2,Apartment,Triumph Omkareshwar,599,1.4,Cr,Borivali East,Under Construction,New,14000000,11666.66667
1,Apartment,Reputed Builder Gangajal,650,51,L,Ulwe,Ready to move,Resale,5100000,4250
1,Apartment,Sanghvi Sanghvi S3 Ecocity Woods,825,72.5,L,Mira Road East,Ready to move,New,7250000,6041.666667
1,Apartment,Ruparel Vivanza,434,1.29,Cr,Byculla,Under Construction,New,12900000,10750
2,Apartment,Sneh Serene,591,62.85,L,Dombivali,Under Construction,New,6285000,5237.5
2,Apartment,Godrej Sky Gardens At Godrej Vihaa,570,39,L,Badlapur East,Under Construction,New,3900000,3250
3,Apartment,Hiranandani Meadows,2000,3,Cr,Thane West,Ready to move,Unknown,30000000,25000
2,Apartment,Cosmos Horizon,1209,1.38,Cr,Thane West,Under Construction,New,13800000,11500
3,Apartment,Runwal Gardens Phase 3 Bldg No 29 30,908,82,L,Dombivali,Under Construction,New,8200000,6833.333333
1,Apartment,Ashar Pulse,595,88,L,Thane East,Under Construction,New,8800000,7333.333333
2,Apartment,Ashar Edge Wing A Phase II,653,1.29,Cr,Thane West,Under Construction,New,12900000,10750
2,Apartment,Shree Naman Premier,577,1.35,Cr,Andheri East,Ready to move,New,13500000,11250
1,Apartment,Annapurna Span Signature,715,78.11,L,Bhayandar West,Ready to move,New,7811000,6509.166667
2,Apartment,Dedhia Palatial Height,950,1.7,Cr,Andheri East,Ready to move,Resale,17000000,14166.66667
1,Apartment,JE Shree Satyam,511,94,L,Malad East,Under Construction,New,9400000,7833.333333
2,Apartment,Concrete Sai Saakshaat,1235,1.5,Cr,Kharghar,Ready to move,Resale,15000000,12500
2,Apartment,Godrej Ascend,757,1.1,Cr,Thane East,Under Construction,New,11000000,9166.666667
1,Apartment,Ajmera One Kalyan,570,44,L,Kalyan West,Under Construction,New,4400000,3666.666667
1,Apartment,Sheth Vasant Sagar,515,95,L,Kandivali East,Ready to move,Unknown,9500000,7916.666667
2,Apartment,Tulip Empire,1175,99,L,Ulwe,Under Construction,New,9900000,8250
4,Apartment,Valencia And Mishal One Marina,1917,7.7,Cr,Marine Lines,Under Construction,New,77000000,64166.66667
2,Apartment,Sheth Avalon,1000,1.8,Cr,Thane West,Ready to move,Resale,18000000,15000
2,Apartment,Giriraj Krishna Tower,1140,1.45,Cr,Kharghar,Ready to move,Unknown,14500000,12083.33333
1,Apartment,Yash Dahisar Shivangan,431,79,L,Dahisar,Under Construction,New,7900000,6583.333333
1,Apartment,Swaraj Homes Bandhutva CHS,620,1.15,Cr,Santacruz East,Ready to move,Resale,11500000,9583.333333
2,Apartment,Sai Yashvasin,1250,1.15,Cr,Kharghar,Ready to move,Resale,11500000,9583.333333
2,Apartment,Dynamix Astrum,1050,1.99,Cr,Malad East,Under Construction,Resale,19900000,16583.33333
1,Apartment,Raj 127 Raj Homes A Wing,660,65,L,Mira Road East,Under Construction,Resale,6500000,5416.666667
2,Apartment,Piramal Vaikunth Cluster 2,1453,2.32,Cr,Thane West,Under Construction,Unknown,23200000,19333.33333
4,Apartment,Gurukrupa Gangav,1590,3.92,Cr,Ghatkopar East,Under Construction,New,39200000,32666.66667
2,Apartment,Bharat Ecovistas,945,56.7,L,Shil Phata,Ready to move,New,5670000,4725
2,Apartment,Parinee Essence,950,95,L,Kandivali West,Under Construction,New,9500000,7916.666667
2,Apartment,Shree Adinath Symphony,755,22.6,L,Boisar,Ready to move,New,2260000,1883.333333
3,Apartment,Shiv Shakti Builders Tower 28,1070,1.87,Cr,Malad East,Under Construction,New,18700000,15583.33333
1,Apartment,Reputed Builder Usha Sadan Apartment,400,1.6,Cr,Colaba,Ready to move,Resale,16000000,13333.33333
1,Apartment,Siddhivinayak Siddhivinayak Gaurav,695,31.8,L,Taloja,Under Construction,New,3180000,2650
2,Apartment,Nandkumar Janki Legacy,1100,95,L,Mira Road East,Under Construction,New,9500000,7916.666667
5,Villa,Vasant Vasant Vihar,3500,6,Cr,Thane West,Ready to move,Resale,60000000,50000
1,Apartment,Siddharth Geetanjali Heights,800,65,L,Kharghar,Ready to move,Resale,6500000,5416.666667
3,Apartment,ANA Avant Garde Phase 1,1525,1.4,Cr,Mira Road East,Ready to move,New,14000000,11666.66667
1,Apartment,Nirvaana Pearl,440,93.5,L,Chembur,Under Construction,New,9350000,7791.666667
3,Apartment,Rashmi Garden,875,50,L,Vasai,Ready to move,Resale,5000000,4166.666667
2,Apartment,Amar Vinay Heritage,1040,88.4,L,Mira Road East,Under Construction,New,8840000,7366.666667
2,Apartment,Asian Rashi Heights,1151,98,L,Kharghar,Ready to move,Resale,9800000,8166.666667
3,Apartment,Raunak Unnathi Gardens,1200,1.3,Cr,Thane West,Ready to move,Unknown,13000000,10833.33333
1,Apartment,Huges 49 Elina,550,1.27,Cr,Chembur,Ready to move,Resale,12700000,10583.33333
2,Apartment,Jalaram Landmark,1150,99,L,Kamothe,Ready to move,Resale,9900000,8250
2,Apartment,Prabhat Mangeshi Era,960,55.68,L,Dombivali,Under Construction,New,5568000,4640
1,Apartment,GM Sai Ashish,475,28,L,Nala Sopara,Under Construction,New,2800000,2333.333333
2,Apartment,Lodha Codename Premier,729,57.99,L,Dombivali,Under Construction,New,5799000,4832.5
1,Apartment,Poddar Spraha Diamond,600,1.34,Cr,Chembur,Under Construction,New,13400000,11166.66667
3,Apartment,Hiranandani Meadows,1490,2.6,Cr,Thane West,Ready to move,Resale,26000000,21666.66667
1,Apartment,Pragathi Mangal Pragati Hari Shiv Mangal,575,47,L,Kamothe,Ready to move,Resale,4700000,3916.666667
2,Apartment,Reputed Builder SpaghettiComplex,1000,70,L,Kharghar,Ready to move,New,7000000,5833.333333
1,Apartment,Fortune Sultanbad Sadan,630,1,Cr,Jogeshwari West,Under Construction,New,10000000,8333.333333
2,Apartment,Hubtown Seasons,890,2,Cr,Chembur,Ready to move,Resale,20000000,16666.66667
2,Apartment,Nahar Water Lily And White Lily,1105,1.86,Cr,Powai,Ready to move,Resale,18600000,15500
3,Apartment,Hetal Infra Riddhi Siddhi,849,1.15,Cr,Mira Road East,Under Construction,New,11500000,9583.333333
1,Apartment,Jeevan Uddhar,430,70,L,L I C Colony,Ready to move,Resale,7000000,5833.333333
1,Apartment,Reputed Builder Sortee Somnath CHSL,600,88,L,Dahisar,Ready to move,Resale,8800000,7333.333333
3,Apartment,Siddharth Geetanjali Sujay,1580,1.7,Cr,Kharghar,Ready to move,Resale,17000000,14166.66667
2,Apartment,Lodha Casa Bella Gold,918,62.8,L,Dombivali,Ready to move,Resale,6280000,5233.333333
2,Apartment,White Heaven Shree Shaswat Building No 15,1060,98,L,Mira Road East,Ready to move,New,9800000,8166.666667
3,Apartment,Runwal Gardens Phase 4 Bldg No 33 34,1110,89,L,Dombivali,Under Construction,Unknown,8900000,7416.666667
3,Apartment,Ashar Sparkle,1465,1.2,Cr,Thane West,Ready to move,Unknown,12000000,10000
2,Apartment,Nahar Amrit Shakti,970,2.01,Cr,Powai,Ready to move,Resale,20100000,16750
3,Apartment,Godrej Alive,1396,1.25,Cr,Thane West,Under Construction,Unknown,12500000,10416.66667
1,Apartment,Raunak Unnathi Woods,480,59.9,L,Thane West,Ready to move,New,5990000,4991.666667
1,Apartment,Adityaraj Royale,500,69,L,Vikhroli,Under Construction,New,6900000,5750
1,Apartment,Squarefeet Ace Square,642,53.5,L,Thane West,Ready to move,Unknown,5350000,4458.333333
4,Apartment,Indiabulls Blu Tower D,3600,12,Cr,Worli,Ready to move,New,120000000,100000
3,Apartment,Siddha Seabrook Apartment,1200,2.75,Cr,Kandivali West,Under Construction,New,27500000,22916.66667
2,Apartment,Runwal Bliss,612,1.6,Cr,Kanjurmarg,Under Construction,New,16000000,13333.33333
2,Apartment,Wadhwa Anmol Fortune III,711,1.98,Cr,Goregaon West,Under Construction,New,19800000,16500
1,Apartment,Lokhandwala Spring Leaf,365,78,L,Kandivali East,Ready to move,Resale,7800000,6500
1,Apartment,Amar Nana Vishnu Heights,645,42,L,Dombivali,Ready to move,New,4200000,3500
2,Apartment,Mallhar Bhimashankar Heights,903,1.73,Cr,Borivali West,Under Construction,New,17300000,14416.66667
4,Apartment,Dimension Trishabh Signet,1116,4.8,Cr,Chembur,Ready to move,New,48000000,40000
1,Apartment,Ruparel Optima Ph 1,450,76,L,Kandivali West,Under Construction,New,7600000,6333.333333
1,Apartment,Raj Rudraksha,396,81,L,Dahisar,Ready to move,Unknown,8100000,6750
3,Apartment,MICL Aaradhya Highpark,1350,1.49,Cr,Bhayandar East,Under Construction,New,14900000,12416.66667
1,Apartment,Vinay Unique Gardens,618,28.5,L,Virar,Ready to move,Resale,2850000,2375
1,Apartment,Poddar Spraha Diamond,526,1.17,Cr,Chembur,Under Construction,New,11700000,9750
1,Apartment,Space Residence II Building No 4 B,765,64,L,Mira Road East,Ready to move,New,6400000,5333.333333
1,Apartment,JP North Phase 6 Alexa,860,69.3,L,Mira Road East,Under Construction,New,6930000,5775
3,Apartment,Runwal Garden City Dahlia,1640,1.9,Cr,Thane West,Ready to move,Unknown,19000000,15833.33333
3,Apartment,Godrej Ascend Phase 1,863,1.99,Cr,Thane East,Under Construction,New,19900000,16583.33333
1,Apartment,SD Siennaa Wing B,403,1.16,Cr,Kandivali East,Under Construction,Unknown,11600000,9666.666667
1,Apartment,Royce Paradise Phase II,650,39,L,Kalyan West,Ready to move,Resale,3900000,3250
1,Apartment,Rassaz Green Tower B And B1,624,60,L,Mira Road East,Ready to move,New,6000000,5000
2,Apartment,JK IRIS,984,90,L,Mira Road East,Under Construction,New,9000000,7500
4,Apartment,T Bhimjyani The Verraton,1950,2.65,Cr,Thane West,Ready to move,Unknown,26500000,22083.33333
1,Apartment,RNA NG N G Diamond Hill D Phase II,680,60.7,L,Mira Road East,Under Construction,New,6070000,5058.333333
5,Apartment,Sunteck Signature Island,9000,30,Cr,Bandra Kurla Complex,Ready to move,Unknown,300000000,250000
3,Apartment,Lotus Unity By Lotus,919,2.91,Cr,Andheri West,Ready to move,New,29100000,24250
1,Apartment,JP North Phase 6 Alexa,650,66,L,Mira Road East,Under Construction,New,6600000,5500
3,Apartment,L And T L&T Crescent Bay,1350,5,Cr,Parel,Ready to move,New,50000000,41666.66667
2,Apartment,ACME Ozone Phase 2,1065,1.15,Cr,Thane West,Ready to move,Unknown,11500000,9583.333333
1,Apartment,Swastik Parvati Garden,610,17.5,L,Boisar,Ready to move,Unknown,1750000,1458.333333
2,Apartment,Runwal Codename Enchanted,508,87,L,Thane West,Under Construction,New,8700000,7250
2,Apartment,Ajmera Bhakti Park,795,1.8,Cr,Wadala,Ready to move,Resale,18000000,15000
2,Apartment,Mahavir Sheetal Dhara,900,72,L,Kamothe,Ready to move,Resale,7200000,6000
4,Apartment,T Bhimjyani The Verraton,2100,3.25,Cr,Thane West,Ready to move,Unknown,32500000,27083.33333
4,Apartment,Sheth Avalon,2100,4.6,Cr,Thane West,Ready to move,Unknown,46000000,38333.33333
2,Apartment,Seasons Lakeview CHS,1000,95,L,Koper Khairane,Ready to move,Resale,9500000,7916.666667
2,Apartment,Innovative Tycoons Residency,1103,96,L,Kalyan West,Ready to move,Resale,9600000,8000
2,Apartment,Lodha Elisium,1400,2.75,Cr,Wadala,Ready to move,Resale,27500000,22916.66667
2,Apartment,Drushti Embassy,550,1.25,Cr,Ghatkopar East,Ready to move,New,12500000,10416.66667
1,Apartment,Jay Gurudev Sai Ornate,705,55,L,Ulwe,Under Construction,Resale,5500000,4583.333333
1,Apartment,Runwal Avenue Wing J,525,78,L,Kanjurmarg,Under Construction,New,7800000,6500
1,Apartment,Indiabulls Indiabulls Golf City,392,31.45,L,Khopoli,Ready to move,Unknown,3145000,2620.833333
1,Apartment,Sanghvi Ecocity Phase 3,665,64.3,L,Mira Road East,Ready to move,New,6430000,5358.333333
3,Apartment,L And T L&T Veridian At Emerald Isle,950,3.3,Cr,Powai,Under Construction,New,33000000,27500
2,Apartment,Paradise Sai World Dreams Phase 1,678,84.99,L,Dombivali,Under Construction,Unknown,8499000,7082.5
4,Apartment,Hiranandani Meadows,2645,5.35,Cr,Thane West,Ready to move,Unknown,53500000,44583.33333
3,Apartment,SD Building No 2 Wings A and B Alpine,1550,3.3,Cr,Kandivali East,Ready to move,Resale,33000000,27500
2,Apartment,Reputed Builder Midas Avenue,980,2,Cr,Santacruz East,Ready to move,New,20000000,16666.66667
3,Apartment,Godrej Ascend,1422,1.92,Cr,Thane East,Under Construction,New,19200000,16000
2,Apartment,Lodha Codename Premier,885,66.49,L,Dombivali,Under Construction,New,6649000,5540.833333
1,Apartment,Lodha Majiwada Tower 1,797,66,L,Thane West,Under Construction,Unknown,6600000,5500
2,Apartment,CCI Rivali Park WinterGreen,1150,2.4,Cr,Borivali East,Ready to move,Resale,24000000,20000
1,Apartment,Swastik Parvati Garden,448,11.91,L,Boisar,Ready to move,Unknown,1191000,992.5
1,Apartment,Crystal Fiama NX,650,44,L,Thane West,Ready to move,Resale,4400000,3666.666667
1,Apartment,Marathon Nexworld,840,42.5,L,Dombivali,Ready to move,Resale,4250000,3541.666667
3,Apartment,SKD Pinnacolo NX,1575,1.3,Cr,Mira Road East,Ready to move,New,13000000,10833.33333
4,Apartment,Windsor Grande Residences,3050,14,Cr,Andheri West,Ready to move,New,140000000,116666.6667
1,Apartment,Veena Senterio,528,1.18,Cr,Chembur,Under Construction,New,11800000,9833.333333
1,Apartment,JP North Phase 6 Alexa,711,60.75,L,Mira Road East,Under Construction,New,6075000,5062.5
2,Apartment,Swaraj Homes Bonzer Galaxy,1300,95,L,Kamothe,Ready to move,Resale,9500000,7916.666667
1,Apartment,Krishna Shanti Kunj,680,60,L,Sector 20 Kamothe,Ready to move,Resale,6000000,5000
2,Apartment,Sadguru Nakshtra Phase I,850,35.52,L,Titwala,Under Construction,New,3552000,2960
1,Studio Apartment,Reputed Builder Implosion CHS,350,70,L,Chembur,Ready to move,Resale,7000000,5833.333333
2,Apartment,Sagar Sagar City Caspian,800,1.6,Cr,Andheri West,Ready to move,Resale,16000000,13333.33333
2,Apartment,Vijay Vijay Park,800,72,L,Thane West,Ready to move,Resale,7200000,6000
1,Apartment,Conceptual Suraksha Smart City Phase I,287,29.03,L,Vasai,Under Construction,New,2903000,2419.166667
1,Apartment,Raunak 108,485,56,L,Thane West,Under Construction,New,5600000,4666.666667
3,Apartment,Godrej The Trees,1778,4.15,Cr,Vikhroli,Ready to move,Resale,41500000,34583.33333
2,Apartment,Techno Vision Vivanta Marvel,1042,93.21,L,Mira Road East,Ready to move,Resale,9321000,7767.5
2,Apartment,Dynamix Astrum,1439,1.8,Cr,Malad East,Under Construction,New,18000000,15000
2,Apartment,Kalpataru Srishti Namaah,1180,1.09,Cr,Mira Road East,Ready to move,New,10900000,9083.333333
2,Apartment,Reputed Builder Sophistica Casa Bela Gold,864,52,L,Dombivali,Ready to move,Resale,5200000,4333.333333
2,Apartment,Sunrise Parkview Phase I,960,55,L,Shil Phata,Under Construction,New,5500000,4583.333333
